passage_id,text_id,origin_type,genre,task,unit_id,gold_label,pred_label,is_onomatopoeia,is_diminutive
P003,RUS-O-03,RUS-O,prose,coord_clause,s375,0,,0,0
P003,RUS-O-03,RUS-O,prose,boundary,s376,1,1,0,0
P003,RUS-O-03,RUS-O,prose,coord_any,s376,0,1,0,0
P003,RUS-O-03,RUS-O,prose,coord_clause,s376,0,,0,0
P003,RUS-O-03,RUS-O,prose,boundary,s377,1,1,0,0
P003,RUS-O-03,RUS-O,prose,coord_any,s377,0,0,0,0
P003,RUS-O-03,RUS-O,prose,coord_clause,s377,0,,0,0
P004,RUS-O-04,RUS-O,prose,boundary,s31,1,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_any,s31,0,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_clause,s31,0,,0,0
P004,RUS-O-04,RUS-O,prose,boundary,s32,1,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_any,s32,0,0,0,0
P004,RUS-O-04,RUS-O,prose,coord_clause,s32,0,,0,0
P004,RUS-O-04,RUS-O,prose,boundary,s33,1,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_any,s33,0,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_clause,s33,0,,0,0
P004,RUS-O-04,RUS-O,prose,boundary,s34,1,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_any,s34,0,0,0,0
P004,RUS-O-04,RUS-O,prose,coord_clause,s34,0,,0,0
P004,RUS-O-04,RUS-O,prose,boundary,s35,1,1,0,0
P004,RUS-O-04,RUS-O,prose,coord_any,s35,0,0,0,0
P004,RUS-O-04,RUS-O,prose,coord_clause,s35,0,,0,0
P005,RUS-O-05,RUS-O,prose,boundary,s4,1,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_any,s4,1,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_clause,s4,0,,0,0
P005,RUS-O-05,RUS-O,prose,boundary,s5,1,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_any,s5,0,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_clause,s5,0,,0,0
P005,RUS-O-05,RUS-O,prose,boundary,s6,1,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_any,s6,0,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_clause,s6,0,,0,0
P005,RUS-O-05,RUS-O,prose,boundary,s7,1,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_any,s7,0,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_clause,s7,0,,0,0
P005,RUS-O-05,RUS-O,prose,boundary,s8,1,1,0,0
P005,RUS-O-05,RUS-O,prose,coord_any,s8,0,0,0,0
P005,RUS-O-05,RUS-O,prose,coord_clause,s8,0,,0,0
P006,RUS-O-06,RUS-O,prose,boundary,s323,1,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_any,s323,1,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_clause,s323,0,,0,0
P006,RUS-O-06,RUS-O,prose,boundary,s324,1,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_any,s324,0,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_clause,s324,0,,0,0
P006,RUS-O-06,RUS-O,prose,boundary,s325,1,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_any,s325,0,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_clause,s325,0,,0,0
P006,RUS-O-06,RUS-O,prose,boundary,s326,1,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_any,s326,0,0,0,0
P006,RUS-O-06,RUS-O,prose,coord_clause,s326,0,,0,0
P006,RUS-O-06,RUS-O,prose,boundary,s327,1,1,0,0
P006,RUS-O-06,RUS-O,prose,coord_any,s327,0,0,0,0
P006,RUS-O-06,RUS-O,prose,coord_clause,s327,0,,0,0
P007,RUS-O-07,RUS-O,prose,boundary,s113,1,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_any,s113,0,0,0,0
P007,RUS-O-07,RUS-O,prose,coord_clause,s113,0,,0,0
P007,RUS-O-07,RUS-O,prose,boundary,s114,1,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_any,s114,0,0,0,0
P007,RUS-O-07,RUS-O,prose,coord_clause,s114,0,,0,0
P007,RUS-O-07,RUS-O,prose,boundary,s115,1,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_any,s115,0,0,0,0
P007,RUS-O-07,RUS-O,prose,coord_clause,s115,0,,0,0
P007,RUS-O-07,RUS-O,prose,boundary,s116,1,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_any,s116,1,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_clause,s116,0,,0,0
P007,RUS-O-07,RUS-O,prose,boundary,s117,1,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_any,s117,0,1,0,0
P007,RUS-O-07,RUS-O,prose,coord_clause,s117,0,,0,0
P008,RUS-O-08,RUS-O,prose,boundary,s55,1,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_any,s55,1,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_clause,s55,0,,0,0
P008,RUS-O-08,RUS-O,prose,boundary,s56,1,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_any,s56,0,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_clause,s56,1,,0,0
P008,RUS-O-08,RUS-O,prose,boundary,s57,1,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_any,s57,0,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_clause,s57,0,,0,0
P008,RUS-O-08,RUS-O,prose,boundary,s58,1,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_any,s58,0,0,0,0
P008,RUS-O-08,RUS-O,prose,coord_clause,s58,0,,0,0
P008,RUS-O-08,RUS-O,prose,boundary,s59,1,1,0,0
P008,RUS-O-08,RUS-O,prose,coord_any,s59,0,0,0,0
P008,RUS-O-08,RUS-O,prose,coord_clause,s59,0,,0,0
P009,RUS-O-09,RUS-O,prose,boundary,s63,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_any,s63,0,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_clause,s63,0,,0,0
P009,RUS-O-09,RUS-O,prose,boundary,s64,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_any,s64,0,0,0,0
P009,RUS-O-09,RUS-O,prose,coord_clause,s64,0,,0,0
P009,RUS-O-09,RUS-O,prose,boundary,s65,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_any,s65,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_clause,s65,0,,0,0
P009,RUS-O-09,RUS-O,prose,boundary,s66,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_any,s66,0,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_clause,s66,0,,0,0
P009,RUS-O-09,RUS-O,prose,boundary,s67,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_any,s67,1,1,0,0
P009,RUS-O-09,RUS-O,prose,coord_clause,s67,0,,0,0
P010,RUS-O-10,RUS-O,prose,boundary,s151,1,1,0,0
P010,RUS-O-10,RUS-O,prose,coord_any,s151,0,0,0,0
P010,RUS-O-10,RUS-O,prose,coord_clause,s151,0,,0,0
P010,RUS-O-10,RUS-O,prose,boundary,s152,1,1,0,0
P010,RUS-O-10,RUS-O,prose,coord_any,s152,0,0,0,0
P010,RUS-O-10,RUS-O,prose,coord_clause,s152,0,,0,0
P010,RUS-O-10,RUS-O,prose,boundary,s153,1,1,0,0
P010,RUS-O-10,RUS-O,prose,coord_any,s153,0,0,0,0
P010,RUS-O-10,RUS-O,prose,coord_clause,s153,0,,0,0
P010,RUS-O-10,RUS-O,prose,boundary,s154,1,1,0,0
P010,RUS-O-10,RUS-O,prose,coord_any,s154,0,0,0,0
P010,RUS-O-10,RUS-O,prose,coord_clause,s154,0,,0,0
P010,RUS-O-10,RUS-O,prose,boundary,s155,1,1,0,0
P010,RUS-O-10,RUS-O,prose,coord_any,s155,0,1,0,0
P010,RUS-O-10,RUS-O,prose,coord_clause,s155,0,,0,0
P011,RUS-O-11,RUS-O,prose,boundary,s483,1,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_any,s483,0,0,0,0
P011,RUS-O-11,RUS-O,prose,coord_clause,s483,0,,0,0
P011,RUS-O-11,RUS-O,prose,boundary,s484,1,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_any,s484,0,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_clause,s484,0,,0,0
P011,RUS-O-11,RUS-O,prose,boundary,s485,1,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_any,s485,1,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_clause,s485,0,,0,0
P011,RUS-O-11,RUS-O,prose,boundary,s486,1,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_any,s486,0,0,0,0
P011,RUS-O-11,RUS-O,prose,coord_clause,s486,0,,0,0
P011,RUS-O-11,RUS-O,prose,boundary,s487,1,1,0,0
P011,RUS-O-11,RUS-O,prose,coord_any,s487,0,0,0,0
P011,RUS-O-11,RUS-O,prose,coord_clause,s487,0,,0,0
P012,RUS-O-12,RUS-O,prose,boundary,s189,1,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_any,s189,0,0,0,0
P012,RUS-O-12,RUS-O,prose,coord_clause,s189,0,,0,0
P012,RUS-O-12,RUS-O,prose,boundary,s190,1,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_any,s190,0,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_clause,s190,0,,0,0
P012,RUS-O-12,RUS-O,prose,boundary,s191,1,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_any,s191,0,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_clause,s191,0,,0,0
P012,RUS-O-12,RUS-O,prose,boundary,s192,1,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_any,s192,0,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_clause,s192,0,,0,0
P012,RUS-O-12,RUS-O,prose,boundary,s193,1,1,0,0
P012,RUS-O-12,RUS-O,prose,coord_any,s193,0,0,0,0
P012,RUS-O-12,RUS-O,prose,coord_clause,s193,0,,0,0
P013,RUS-O-13,RUS-O,prose,boundary,s82,1,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_any,s82,0,0,0,0
P013,RUS-O-13,RUS-O,prose,coord_clause,s82,0,,0,0
P013,RUS-O-13,RUS-O,prose,boundary,s83,1,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_any,s83,0,0,0,0
P013,RUS-O-13,RUS-O,prose,coord_clause,s83,0,,0,0
P013,RUS-O-13,RUS-O,prose,boundary,s84,1,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_any,s84,0,0,0,0
P013,RUS-O-13,RUS-O,prose,coord_clause,s84,0,,0,0
P013,RUS-O-13,RUS-O,prose,boundary,s85,1,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_any,s85,1,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_clause,s85,0,,0,0
P013,RUS-O-13,RUS-O,prose,boundary,s86,1,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_any,s86,0,1,0,0
P013,RUS-O-13,RUS-O,prose,coord_clause,s86,0,,0,0
P014,RUS-O-14,RUS-O,prose,boundary,s8,1,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_any,s8,0,0,0,0
P014,RUS-O-14,RUS-O,prose,coord_clause,s8,0,,0,0
P014,RUS-O-14,RUS-O,prose,boundary,s9,1,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_any,s9,1,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_clause,s9,0,,0,0
P014,RUS-O-14,RUS-O,prose,boundary,s10,1,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_any,s10,0,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_clause,s10,0,,0,0
P014,RUS-O-14,RUS-O,prose,boundary,s11,1,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_any,s11,0,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_clause,s11,0,,0,0
P014,RUS-O-14,RUS-O,prose,boundary,s12,1,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_any,s12,0,1,0,0
P014,RUS-O-14,RUS-O,prose,coord_clause,s12,1,,0,0
P015,RUS-O-15,RUS-O,prose,boundary,s41,1,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_any,s41,0,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_clause,s41,0,,0,0
P015,RUS-O-15,RUS-O,prose,boundary,s42,1,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_any,s42,1,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_clause,s42,0,,0,0
P015,RUS-O-15,RUS-O,prose,boundary,s43,1,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_any,s43,0,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_clause,s43,1,,0,0
P015,RUS-O-15,RUS-O,prose,boundary,s44,1,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_any,s44,0,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_clause,s44,0,,0,0
P015,RUS-O-15,RUS-O,prose,boundary,s45,1,1,0,0
P015,RUS-O-15,RUS-O,prose,coord_any,s45,0,0,0,0
P015,RUS-O-15,RUS-O,prose,coord_clause,s45,0,,0,0
P016,RUS-O-16,RUS-O,prose,boundary,s61,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_any,s61,0,0,0,0
P016,RUS-O-16,RUS-O,prose,coord_clause,s61,0,,0,0
P016,RUS-O-16,RUS-O,prose,boundary,s62,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_any,s62,0,0,0,0
P016,RUS-O-16,RUS-O,prose,coord_clause,s62,0,,0,0
P016,RUS-O-16,RUS-O,prose,boundary,s63,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_any,s63,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_clause,s63,0,,0,0
P016,RUS-O-16,RUS-O,prose,boundary,s64,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_any,s64,0,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_clause,s64,0,,0,0
P016,RUS-O-16,RUS-O,prose,boundary,s65,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_any,s65,1,1,0,0
P016,RUS-O-16,RUS-O,prose,coord_clause,s65,0,,0,0
P017,RUS-O-22,RUS-O,verse,boundary,s229,1,1,0,0
P017,RUS-O-22,RUS-O,verse,coord_any,s229,0,0,0,0
P017,RUS-O-22,RUS-O,verse,coord_clause,s229,0,,0,0
P017,RUS-O-22,RUS-O,verse,boundary,s230,1,1,0,0
P017,RUS-O-22,RUS-O,verse,coord_any,s230,0,0,0,0
P017,RUS-O-22,RUS-O,verse,coord_clause,s230,0,,0,0
P017,RUS-O-22,RUS-O,verse,boundary,s231,1,1,0,0
P017,RUS-O-22,RUS-O,verse,coord_any,s231,0,0,0,0
P017,RUS-O-22,RUS-O,verse,coord_clause,s231,0,,0,0
P017,RUS-O-22,RUS-O,verse,boundary,s232,1,1,0,0
P017,RUS-O-22,RUS-O,verse,coord_any,s232,0,1,0,0
P017,RUS-O-22,RUS-O,verse,coord_clause,s232,0,,0,0
P017,RUS-O-22,RUS-O,verse,boundary,s233,1,1,0,0
P017,RUS-O-22,RUS-O,verse,coord_any,s233,0,0,0,0
P017,RUS-O-22,RUS-O,verse,coord_clause,s233,0,,0,0
P018,RUS-O-28,RUS-O,verse,boundary,s17,1,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_any,s17,0,0,0,0
P018,RUS-O-28,RUS-O,verse,coord_clause,s17,0,,0,0
P018,RUS-O-28,RUS-O,verse,boundary,s18,1,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_any,s18,0,0,0,0
P018,RUS-O-28,RUS-O,verse,coord_clause,s18,0,,0,0
P018,RUS-O-28,RUS-O,verse,boundary,s19,1,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_any,s19,0,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_clause,s19,0,,0,0
P018,RUS-O-28,RUS-O,verse,boundary,s20,1,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_any,s20,0,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_clause,s20,0,,0,0
P018,RUS-O-28,RUS-O,verse,boundary,s21,1,1,0,0
P018,RUS-O-28,RUS-O,verse,coord_any,s21,0,0,0,0
P018,RUS-O-28,RUS-O,verse,coord_clause,s21,0,,0,0
P019,RUS-O-32,RUS-O,verse,boundary,s20,1,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_any,s20,0,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_clause,s20,0,,0,0
P019,RUS-O-32,RUS-O,verse,boundary,s21,1,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_any,s21,0,0,0,0
P019,RUS-O-32,RUS-O,verse,coord_clause,s21,0,,0,0
P019,RUS-O-32,RUS-O,verse,boundary,s22,1,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_any,s22,0,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_clause,s22,0,,0,0
P019,RUS-O-32,RUS-O,verse,boundary,s23,1,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_any,s23,1,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_clause,s23,0,,0,0
P019,RUS-O-32,RUS-O,verse,boundary,s24,1,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_any,s24,0,1,0,0
P019,RUS-O-32,RUS-O,verse,coord_clause,s24,0,,0,0
P020,RUS-O-50,RUS-O,verse,boundary,s61,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_any,s61,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_clause,s61,0,,0,0
P020,RUS-O-50,RUS-O,verse,boundary,s62,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_any,s62,0,0,0,0
P020,RUS-O-50,RUS-O,verse,coord_clause,s62,0,,0,0
P020,RUS-O-50,RUS-O,verse,boundary,s63,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_any,s63,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_clause,s63,0,,0,0
P020,RUS-O-50,RUS-O,verse,boundary,s64,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_any,s64,0,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_clause,s64,0,,0,0
P020,RUS-O-50,RUS-O,verse,boundary,s65,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_any,s65,1,1,0,0
P020,RUS-O-50,RUS-O,verse,coord_clause,s65,0,,0,0
P021,RUS-T-01,RUS-T,prose,boundary,s90,1,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_any,s90,1,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_clause,s90,0,,0,0
P021,RUS-T-01,RUS-T,prose,boundary,s91,1,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_any,s91,0,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_clause,s91,0,,0,0
P021,RUS-T-01,RUS-T,prose,boundary,s92,1,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_any,s92,0,0,0,0
P021,RUS-T-01,RUS-T,prose,coord_clause,s92,0,,0,0
P021,RUS-T-01,RUS-T,prose,boundary,s93,1,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_any,s93,0,0,0,0
P021,RUS-T-01,RUS-T,prose,coord_clause,s93,0,,0,0
P021,RUS-T-01,RUS-T,prose,boundary,s94,1,1,0,0
P021,RUS-T-01,RUS-T,prose,coord_any,s94,0,0,0,0
P021,RUS-T-01,RUS-T,prose,coord_clause,s94,0,,0,0
P022,RUS-T-02,RUS-T,prose,boundary,s45,1,1,0,0
P022,RUS-T-02,RUS-T,prose,coord_any,s45,0,0,0,0
P022,RUS-T-02,RUS-T,prose,coord_clause,s45,0,,0,0
P022,RUS-T-02,RUS-T,prose,boundary,s46,1,1,0,0
P022,RUS-T-02,RUS-T,prose,coord_any,s46,0,0,0,0
P022,RUS-T-02,RUS-T,prose,coord_clause,s46,0,,0,0
P022,RUS-T-02,RUS-T,prose,boundary,s47,1,1,0,0
P022,RUS-T-02,RUS-T,prose,coord_any,s47,0,0,0,0
P022,RUS-T-02,RUS-T,prose,coord_clause,s47,0,,0,0
P022,RUS-T-02,RUS-T,prose,boundary,s48,1,1,0,0
P022,RUS-T-02,RUS-T,prose,coord_any,s48,0,1,0,0
P022,RUS-T-02,RUS-T,prose,coord_clause,s48,0,,0,0
P022,RUS-T-02,RUS-T,prose,boundary,s49,1,1,0,0
P022,RUS-T-02,RUS-T,prose,coord_any,s49,0,0,0,0
P022,RUS-T-02,RUS-T,prose,coord_clause,s49,0,,0,0
P023,RUS-T-03,RUS-T,prose,boundary,s37,1,1,0,0
P023,RUS-T-03,RUS-T,prose,coord_any,s37,0,0,0,0
P023,RUS-T-03,RUS-T,prose,coord_clause,s37,0,,0,0
P023,RUS-T-03,RUS-T,prose,boundary,s38,1,1,0,0
P023,RUS-T-03,RUS-T,prose,coord_any,s38,0,0,0,0
P023,RUS-T-03,RUS-T,prose,coord_clause,s38,0,,0,0
P023,RUS-T-03,RUS-T,prose,boundary,s39,1,1,0,0
P023,RUS-T-03,RUS-T,prose,coord_any,s39,0,0,0,0
P023,RUS-T-03,RUS-T,prose,coord_clause,s39,0,,0,0
P023,RUS-T-03,RUS-T,prose,boundary,s40,1,1,0,0
P023,RUS-T-03,RUS-T,prose,coord_any,s40,0,1,0,0
P023,RUS-T-03,RUS-T,prose,coord_clause,s40,0,,0,0
P023,RUS-T-03,RUS-T,prose,boundary,s41,1,1,0,0
P023,RUS-T-03,RUS-T,prose,coord_any,s41,0,0,0,0
P023,RUS-T-03,RUS-T,prose,coord_clause,s41,0,,0,0
P024,RUS-T-05,RUS-T,prose,boundary,s153,1,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_any,s153,0,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_clause,s153,0,,0,0
P024,RUS-T-05,RUS-T,prose,boundary,s154,1,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_any,s154,0,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_clause,s154,1,,0,0
P024,RUS-T-05,RUS-T,prose,boundary,s155,1,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_any,s155,1,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_clause,s155,0,,0,0
P024,RUS-T-05,RUS-T,prose,boundary,s156,1,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_any,s156,0,0,0,0
P024,RUS-T-05,RUS-T,prose,coord_clause,s156,0,,0,0
P024,RUS-T-05,RUS-T,prose,boundary,s157,1,1,0,0
P024,RUS-T-05,RUS-T,prose,coord_any,s157,0,0,0,0
P024,RUS-T-05,RUS-T,prose,coord_clause,s157,0,,0,0
P025,RUS-T-06,RUS-T,prose,boundary,s14,1,1,0,0
P025,RUS-T-06,RUS-T,prose,coord_any,s14,0,1,0,0
P025,RUS-T-06,RUS-T,prose,coord_clause,s14,1,,0,0
P025,RUS-T-06,RUS-T,prose,boundary,s15,1,1,0,0
P025,RUS-T-06,RUS-T,prose,coord_any,s15,0,0,0,0
P025,RUS-T-06,RUS-T,prose,coord_clause,s15,0,,0,0
P025,RUS-T-06,RUS-T,prose,boundary,s16,1,1,0,0
P025,RUS-T-06,RUS-T,prose,coord_any,s16,0,0,0,0
P025,RUS-T-06,RUS-T,prose,coord_clause,s16,0,,0,0
P025,RUS-T-06,RUS-T,prose,boundary,s17,1,1,0,0
P025,RUS-T-06,RUS-T,prose,coord_any,s17,0,0,0,0
P025,RUS-T-06,RUS-T,prose,coord_clause,s17,0,,0,0
P025,RUS-T-06,RUS-T,prose,boundary,s18,1,1,0,0
P025,RUS-T-06,RUS-T,prose,coord_any,s18,0,0,0,0
P025,RUS-T-06,RUS-T,prose,coord_clause,s18,0,,0,0
P026,RUS-T-08,RUS-T,prose,boundary,s67,1,1,0,0
P026,RUS-T-08,RUS-T,prose,coord_any,s67,0,0,0,0
P026,RUS-T-08,RUS-T,prose,coord_clause,s67,0,,0,0
P026,RUS-T-08,RUS-T,prose,boundary,s68,1,1,0,0
P026,RUS-T-08,RUS-T,prose,coord_any,s68,0,1,0,0
P026,RUS-T-08,RUS-T,prose,coord_clause,s68,0,,0,0
P026,RUS-T-08,RUS-T,prose,boundary,s69,1,1,0,0
P026,RUS-T-08,RUS-T,prose,coord_any,s69,0,0,0,0
P026,RUS-T-08,RUS-T,prose,coord_clause,s69,0,,0,0
P026,RUS-T-08,RUS-T,prose,boundary,s70,1,1,0,0
P026,RUS-T-08,RUS-T,prose,coord_any,s70,0,0,0,0
P026,RUS-T-08,RUS-T,prose,coord_clause,s70,0,,0,0
P026,RUS-T-08,RUS-T,prose,boundary,s71,1,1,0,0
P026,RUS-T-08,RUS-T,prose,coord_any,s71,0,1,0,0
